,NOD32,SUPERAntiSpyware,Acronis,TrendMicro-HouseCall,Command,eGambit,Baidu-International,Antiy-AVL,Paloalto,SymantecMobileInsight,Babable,DrWeb,F-Prot,CAT-QuickHeal,Zoner,McAfee,Invincea,SecureWeb-Gateway,TACHYON,FireEye,CrowdStrike,NOD32Beta,AVware,AhnLab-V3,Baidu,AhnLab,K7GW,Authentium,Cynet,NOD32v2,VIRobot,McAfee-GW-Edition,MaxSecure,AVG,Tencent,VirusBuster,VIPRE,TheHacker,AntiVir,TrendMicro,UNA,Norman,Cybereason,eTrust-InoculateIT,McAfee+Artemis,PCTools,Endgame,Elastic,PandaBeta2,CyrenCloud,Avast,Fortinet,Prevx1,AegisLab,McAfeeBeta,eTrust-Vet,Agnitum,Ikarus,ESET-NOD32,VBA32,BitDefenderTheta,Kaspersky,Arcabit,Bkav,ZoneAlarm,a-squared,ahnlab,NANO-Antivirus, CarpeDiem (v),DrWebSE,PandaB3,Comodo,Panda,ViRobot,PandaBeta,eScan,Prevx,Cylance,T3,Gridinsoft,Alibaba,Kaspersky21,Malwarebytes3,Avast-Mobile,Sunbelt,CMC,Jiangmin,MicroWorld-eScan,eSafe,Kingsoft,Emsisoft,Zillya,ByteHero,Avira,Yandex,APEX,F-Prot4,K7AntiVirus,Symantec,ALYac,ClamAV,Trapmine,SophosML,nProtect,Webwasher-Gateway,Antivir7,Microsoft,Cyren,Sangfor,Malwarebytes,TotalDefense,MAX,Sophos,WhiteArmor,Webroot,Trustlook,Avast5,F-Secure,FileAdvisor,SentinelOne,Qihoo-360,BitDefender,Ewido,Commtouch,GData,BitDefenderFalx,SAVMail,Ad-Aware,FortinetBeta,Rising
eTrust-InoculateIT,3.293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032895,0.0,1.328e-05,0.0,0.0,0.0,0.0,0.0,0.00076923,0.0,0.0,0.0,1.053e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.591e-05,0.0,0.0,0.0,0.0,0.00060798,0.0,0.0,6.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.601e-05,0.0,0.0,0.0,0.00014209,0.0,0.0,0.0,0.0,0.0,0.00021342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-06,0.0,0.0,0.0,0.0,0.0
McAfee+Artemis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.073e-05,0.0,0.0,0.0035417,0.0,0.0,0.0,0.0,0.0,0.0,6.583e-05,0.0,0.0,0.0,0.0,5.481e-05,0.0,0.0,4.245e-05,0.00263763,0.0,1.297e-05,0.0,0.0,8.915e-05,0.0002168,8.334e-05,0.0,0.0,2.911e-05,0.0,0.0,1.0,0.0,0.0,0.0,8.484e-05,0.0,0.0,0.00010843,0.0,0.0,0.00959344,0.0,0.0,2.114e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.325e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038526,0.0,0.0,1.67e-06,0.0,0.0,0.0,0.0,0.0,2.931e-05,0.0,0.0,0.0,0.0,2.603e-05,2.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.435e-05,0.0,0.0,0.0,0.0,1.375e-05,0.0,0.0,0.0,0.0,7.61e-06,0.0,0.0,0.0,1.45e-06,0.0,3.067e-05,1.49e-06,0.0,0.0,1.88e-06,4.189e-05,0.0
PCTools,0.0,0.00359092,0.0,0.0,0.0,0.00017298,4.05e-06,0.0,0.0,0.0,0.0,0.00013893,1.578e-05,0.00243143,0.00329608,0.0,0.0,0.00216888,0.0,2.28e-06,0.0,0.0,0.00484379,8.64e-06,0.0,0.00017803,8.47e-06,5.39e-05,0.0,0.0,0.0,2.051e-05,5.563e-05,3.44e-06,0.0,0.01979452,0.00479509,0.0,0.0,0.0,0.00188002,3.89e-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00206434,2.871e-05,0.0,0.0,0.00216648,0.005341,0.0,0.00265501,0.0,2.38e-06,5.73e-05,0.0,5.12e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.44e-05,0.0,3.133e-05,0.0,0.00038047,0.0,0.0,0.000174,0.0,0.0,0.0,0.00088433,0.0,0.00529801,0.0,9.46e-06,4.297e-05,0.0004752,2.801e-05,0.0,0.0,0.0,0.0,0.00097076,0.0,0.0,2.359e-05,0.02851406,0.00011214,0.00011947,0.0,0.0,5.15e-05,0.00182022,0.0,0.0,5.23e-06,0.0,0.00726045,0.0,0.0,1.825e-05,0.0,0.00135283,0.0,0.0,5.71e-05,0.0,0.0,8.2e-06,5.64e-05,0.00455443,2.504e-05,5.377e-05,0.0,0.0,4.481e-05,0.0,8.98e-06
Endgame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PandaBeta2,0.0,0.0,0.0,0.0,0.00079051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25e-06,0.0,0.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.714e-05,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-06,0.0,0.0,0.0,0.0,0.0,8.484e-05,0.0,0.0,0.0,1.0,0.0,0.0,2.022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03030303,0.0,0.00120606,0.0,0.0250298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00502513,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-06,0.0,0.0,0.0,1.5e-06,0.0,1.346e-05,1.55e-06,0.0,0.0,1.97e-06,0.00289855,0.0
CyrenCloud,0.0,0.0,0.0,0.0,0.00078864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.05e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.424e-05,0.0,0.0,0.0,0.0,0.0,0.0
Avast,0.0,0.0,0.0,0.0,1.277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111e-05,0.0,0.0,0.0,1e-06,0.0,0.13843531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.591e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00542453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42e-06,1.72e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81e-06,0.0,0.0,0.0,0.0,3.168e-05,0.0,2.299e-05,0.0,0.11477273,0.0,0.0,0.0,0.0,0.0,0.0,6.61e-06,0.00057756,0.0,0.0,0.0,0.0,0.0
Fortinet,4.824e-05,4.85e-06,5.06e-06,1.322e-05,8.039e-05,0.0,2.28e-06,0.0,0.0,0.0,0.0,1.91e-06,0.00152916,3.42e-06,0.0,1.897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031327,0.0,5.03e-06,1.011e-05,4.023e-05,0.0,1.243e-05,0.0,0.0,0.0,0.00016163,0.0006131,1.682e-05,0.0,0.000401,0.0,0.0,0.00010843,0.0,0.0,0.0,2.022e-05,5.05e-06,0.0,1.0,0.0,0.0,2.524e-05,4.71e-06,4.67e-06,9.03e-06,0.00026711,3.62e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.527e-05,0.0,0.00131671,0.0,0.0001863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05e-06,2.58e-06,0.0,0.0,0.0,0.0,0.0,0.00044317,1.42e-06,0.0,2.02e-05,0.0,4.7e-06,3.77e-06,0.0,0.0,0.0,1.85e-06,0.0,1.516e-05,0.0,0.00050907,0.0,0.0,1.181e-05,0.0,1.62e-05,0.0,4.81e-06,0.0,0.0,3.571e-05,0.0,0.0,0.0,2.31e-06,0.0,0.00099342,3.56e-06,0.0,0.0,2.83e-06,0.00154686,0.0
Prevx1,0.0,0.00046702,0.0,5.54e-06,0.0,0.00265957,8.29e-06,0.0,0.0,0.0,0.0,6.14e-06,0.0,8.441e-05,0.00021317,0.0,0.0,0.0019698,0.0,0.0,0.0,0.0,0.00028409,0.0,0.0,0.0,1.774e-05,0.0,0.0,0.0,0.0,3.26e-06,0.0,4.21e-05,0.0,1.507e-05,0.00019401,0.0,0.0,6.29e-06,0.0043956,7.95e-06,0.0,0.0,0.0,0.00206434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.009e-05,0.0,0.0,8.68e-06,0.00058467,0.0,0.0001396,0.0,2.42e-06,2.53e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09259259,0.0,0.0,0.0,0.0,0.0,0.00793651,0.0,0.00076672,0.0,0.0,1.74e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.95e-06,0.0046729,0.0,2.464e-05,0.00066344,9e-06,0.0,0.0,0.0,0.0,0.00114416,0.0,0.0,0.0,0.0,0.00073332,0.0,0.0,0.0,0.0,0.00118495,0.0,0.0,0.0,0.0,0.0,0.0,2.99e-06,0.00165289,0.0,1.55e-06,0.0,0.0,1.97e-06,0.0,1.51e-06
AegisLab,0.0,7.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36e-06,0.0,1.551e-05,3.548e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.638e-05,1.824e-05,0.0,0.0,5.506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.871e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.009e-05,1.0,0.0,0.0,0.0,0.0001468,0.0,8.452e-05,0.0,1.17e-05,6.06e-06,0.0,3.47e-06,0.0,0.0,1.09e-06,0.0,0.0,0.0,1.96e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011e-05,0.0,1.925e-05,0.0,0.0,1.48e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54e-06,5.275e-05,2.31e-06,4.871e-05,0.0,0.0,0.0,9.96e-06,0.0,0.0,0.0,9.85e-06,8.692e-05,0.0,0.0,0.0,0.0,0.00021141,0.0,0.0,9.98e-06,0.0,0.0,0.0,2.61e-06,2.002e-05,0.0,1.34e-06,0.0,0.0,0.0,0.0,0.0
McAfeeBeta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23e-06,0.0,0.0,0.00011782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002802,0.0,3.51e-06,0.0,0.0,9.581e-05,9.1e-05,4.14e-05,0.0,0.0,7.95e-06,0.0,0.0,0.00959344,0.0,0.0,0.0,0.0,0.0,0.0,2.524e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.391e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-06,0.0,0.0,0.0,0.0,0.0,1.341e-05,0.0,0.0,0.0,0.0,0.0,0.0
eTrust-Vet,0.00218506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125036,0.0,0.00019543,0.0,0.0,0.0,3.619e-05,0.0,0.00126127,0.0,0.0,0.0,0.00016695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00060798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71e-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0010336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.709e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.35e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.543e-05,0.0,0.0,0.0,0.12956737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agnitum,3.84e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.038e-05,5.69e-06,2.77e-05,0.00011469,0.0,0.0,5.613e-05,0.0,8.28e-06,0.0,0.0,4.22e-06,2.19e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.825e-05,3.18e-06,0.0,0.0,0.04545759,8.32e-06,0.0,0.0,0.0,8.68e-06,0.0,0.0,0.0,0.0,0.00216648,0.0,0.0,0.0,0.0,0.0,4.67e-06,8.68e-06,0.0,0.0,0.0,1.0,4.724e-05,5.05e-06,7.123e-05,0.0,1.55e-06,0.00013099,0.0,2.38e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.651e-05,0.0,6.255e-05,0.0,2.58e-05,0.0,0.0,4.34e-06,0.0,0.0,0.0,4.34e-06,0.0,1.7e-05,0.0,2.33e-06,0.00015378,0.00011594,3.072e-05,0.0,0.0,0.0,2.24e-06,0.05002325,0.0,0.0,0.0,1.632e-05,0.00014907,1.996e-05,0.0,0.0,0.0001829,5.608e-05,0.0,0.0,4.81e-06,0.0,8.521e-05,6.98e-06,0.0,0.0,0.0,2.914e-05,0.0,0.0,0.00017475,0.0,0.0,0.0,0.00016142,0.0,0.0,0.00016105,0.0,0.0,0.00014907,0.0,8.96e-06
Ikarus,0.0,0.0020598,0.0,9.8e-06,0.0,4.181e-05,0.00089574,0.00016459,0.0,0.0,0.0,0.00028065,6.9e-06,0.00441434,0.00445952,1.73e-06,0.0,0.0007586,0.0,1.993e-05,0.0,0.0,0.00450007,0.0,0.00023526,0.0,4.404e-05,2.726e-05,0.0,0.0,0.0,4.13e-05,0.00013887,0.00015233,4.929e-05,0.00016688,0.00720067,6.01e-06,0.0,1.095e-05,0.00066722,1.818e-05,0.0,0.0,2.114e-05,0.005341,0.0,0.0,0.0,0.0,0.0,9.03e-06,0.00058467,0.0001468,0.0,0.0,4.724e-05,1.0,5.29e-06,0.0152462,0.0,0.00572542,0.00042208,3.26e-06,0.00692947,0.0,0.0,0.0,0.0,0.0,0.0,0.0004626,0.0,3.421e-05,0.0,0.00049983,4.206e-05,0.0,0.00416264,0.0,0.0,0.0,0.00021019,0.0,0.01507077,0.0,2.145e-05,0.00043526,0.00292473,1.858e-05,0.0,0.0,4.18e-05,4.18e-06,2.833e-05,0.0,0.0,0.00416733,0.00319489,0.00072315,0.00028882,0.0,0.0,0.00047079,0.00126698,0.0,0.0,9.56e-06,0.00045536,0.01127439,0.0,0.0,4.113e-05,0.0,0.00133797,0.0,0.0,0.00155552,0.0,0.0,0.00011424,0.00052492,0.00088964,3.061e-05,0.00077926,4.138e-05,0.0,0.00043297,0.0,0.00013407
ESET-NOD32,0.11346348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07e-06,5.583e-05,1.923e-05,5.58e-06,6.6e-07,0.0,0.0,0.0,4.3e-07,0.0,0.01300795,0.0,0.00029143,0.0,0.0,0.0,5.61e-06,0.0,0.00550339,0.0,9.2e-07,0.0,0.00039324,0.0,4.32e-06,0.0,6.49e-06,1.399e-05,0.0,0.0,2.4e-06,0.0,6.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026711,0.0,0.0,0.0,0.0010336,5.05e-06,5.29e-06,1.0,1.229e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47e-06,4.922e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.029e-05,1.35e-06,0.0,0.0,0.0,0.0,0.0,1.313e-05,1.49e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96e-06,0.0,0.0,2.944e-05,5.7e-05,0.0,0.0,0.00262829,0.0,0.0,0.0,5.7e-06,0.0,0.0,1.5e-06,0.0,0.0,0.0,1.2e-06,0.0,2.92e-05,1.23e-06,0.0,0.0,0.0,0.0,0.0
VBA32,0.0,0.00229368,0.0,0.0,0.0,1.27e-05,0.00194324,0.00014377,0.0,0.0,0.0,0.00202816,2.002e-05,0.04330616,0.00188532,0.0,0.0,7.508e-05,0.0,3.09e-06,0.0,0.0,0.00162968,0.0,0.00015367,0.0,0.0,0.0,0.0,0.0,0.0,1.601e-05,0.00073115,4.127e-05,9.389e-05,8.291e-05,0.00286044,4.52e-06,0.0,0.0,0.00022834,6.06e-06,0.0,0.0,0.0,0.00265501,0.0,0.0,0.0,0.0,0.0,3.62e-06,0.0001396,8.452e-05,0.0,0.0,7.123e-05,0.0152462,1.229e-05,1.0,0.0,0.02651449,7.379e-05,0.0,0.00958742,0.0,0.0,3.34e-06,0.0,0.0,0.0,0.00077068,0.0,3.262e-05,0.0,1.237e-05,0.0,0.0,0.00041931,0.0,0.0,1.272e-05,0.00010173,0.0,0.01859049,0.0,0.00070295,7.484e-05,0.00045664,8.282e-05,0.0,0.0,6.347e-05,3.4e-06,2.567e-05,0.0,0.0,0.01826405,0.00198311,0.00026957,0.0003294,0.0,0.0,8.048e-05,7.487e-05,0.0,0.0,7.57e-06,0.00027096,0.00694917,7.42e-06,0.0,0.0,0.0,0.00058772,0.0,0.0,0.00828298,0.0,0.0,3.591e-05,7.634e-05,0.00125783,1.963e-05,0.00053623,1.266e-05,0.0,7.335e-05,0.0,0.00023347
BitDefenderTheta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.013e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010505,0.0,0.0,0.0,1.713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010711,0.0,0.0,0.0,0.00041899,0.0,0.0,0.00040323,0.0,0.0,0.00042556,0.0,0.0
Kaspersky,0.0,0.0,0.0,0.0,0.0,0.0,0.01825699,0.00012253,0.0,0.0,0.0,0.0,0.0,0.00020855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027108,0.0,9.767e-05,0.0,1.9e-06,0.0,0.0,0.0,0.0,0.0,0.00014256,0.0,0.00034177,2.08e-06,0.00108393,0.0,0.0,0.0,7.25e-06,0.0,0.0,0.0,0.0,2.38e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.42e-06,1.17e-05,0.0,0.0,1.55e-06,0.00572542,0.0,0.02651449,0.0,1.0,2.47e-06,0.0,0.45559524,0.0,0.0,2.673e-05,0.0,0.0,0.0,0.00137803,0.0,4.51e-06,0.0,0.0,0.0,0.0,0.00012322,4.8e-06,0.0,3.141e-05,0.0,0.0,0.00551457,0.0,7.577e-05,2.02e-06,0.00010118,0.0,0.0,0.0,1.932e-05,0.0,2.17e-06,0.0,0.0,0.0140582,0.0,0.0,0.0,0.0,0.0,1.32e-06,0.0,0.0,0.0,0.0,0.00028344,2.33e-06,0.0,0.0,0.0,0.0,1.416e-05,0.0,0.0,0.011867,0.0,0.0,1.89e-06,2.77e-06,0.0,0.0,0.00065755,2.41e-06,0.0,0.0,0.0,0.00031597
Arcabit,0.0,4.95e-06,0.0,0.0,0.0,2.53e-06,1.727e-05,0.0,0.0,0.0,0.0,0.00011647,3.87e-06,7.546e-05,7.324e-05,0.0,0.0,3.778e-05,0.0,0.00257992,0.0,0.0,1.987e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.659e-05,1.042e-05,0.0,9.6e-07,0.00012991,8.624e-05,0.0,0.0,0.0,2.53e-06,1.55e-06,0.0,0.0,0.0,5.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.53e-06,6.06e-06,0.0,0.0,0.00013099,0.00042208,0.0,7.379e-05,8.013e-05,2.47e-06,1.0,0.0,3.42e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.735e-05,0.0,5.639e-05,0.0,0.00056305,0.0,0.0,2.53e-06,0.0,0.0,0.0,0.0,0.0,0.00034194,0.0,1.95e-06,0.08871106,0.00010074,1.409e-05,0.0,0.0,0.0,1.64e-06,0.00013311,0.0,0.0,1.93e-06,3.166e-05,0.10749675,4.5e-06,0.0,0.0,0.00783731,4.782e-05,0.0,0.0,3.44e-06,1.004e-05,0.00014324,2.21e-06,0.0,0.0,0.0,7.39e-06,0.0,0.0,0.03100325,0.0,0.0,1.95e-06,0.08046451,1.008e-05,0.0,0.06633025,2.019e-05,0.0,0.09416683,0.0,1.89e-06
Bkav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01e-06,0.0,0.0,0.0,0.0,1.006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
